sku,nome,categoria,marca,fabricante,modelo,compatibilidade_anos,preco,vendedor,cidade_uf,estoque,rating
313931,Escape Kawasaki BMW F 800 GS,Escape,Kawasaki,BMW,F 800 GS,2015-2024,194.62,MotoMix BH,Salvador/BA,22,4.5
229026,Coroa e Pinhão Magnetron Yamaha Fazer 250,Coroa e Pinhão,Magnetron,Yamaha,Fazer 250,2022-2025,239.96,Maringá Racing,Porto Alegre/RS,25,4.7
656280,Lâmpada Kawasaki Honda CG 160,Lâmpada,Kawasaki,Honda,CG 160,2012-2012,161.93,MotoMix BH,Rio de Janeiro/RJ,16,4.2
364207,Escape Yamaha Triumph Tiger 660,Escape,Yamaha,Triumph,Tiger 660,2023-2023,95.24,MotoMix BH,Fortaleza/CE,8,4.3
633464,Pastilha de Freio Magnetron Yamaha MT-07,Pastilha de Freio,Magnetron,Yamaha,MT-07,2009-2022,171.97,Maringá Racing,Salvador/BA,0,4.0
392137,Disco de Freio RK Kawasaki Ninja 400,Disco de Freio,RK,Kawasaki,Ninja 400,2018-2021,132.01,Fort Motos,Goiânia/GO,17,4.0
863827,Pneu Honda Kawasaki Versys 650,Pneu,Honda,Kawasaki,Versys 650,2014-2025,85.18,Oficina do Zé,Rio de Janeiro/RJ,28,5.0
721065,Lâmpada Kawasaki Kawasaki Z400,Lâmpada,Kawasaki,Kawasaki,Z400,2020-2021,242.69,Salvador Parts,Salvador/BA,35,4.9
278178,Filtro de Ar NGK Honda XRE 300,Filtro de Ar,NGK,Honda,XRE 300,2019-2022,229.92,Garagem 2Rodas,São Paulo/SP,24,4.4
293752,Disco de Freio RK Yamaha Fazer 250,Disco de Freio,RK,Yamaha,Fazer 250,2021-2021,167.3,RioBike,São Paulo/SP,17,3.9
801881,Pneu Magnetron BMW F 800 GS,Pneu,Magnetron,BMW,F 800 GS,2011-2024,143.51,Oficina do Zé,Curitiba/PR,17,4.7
708823,Pastilha de Freio Vedamotors BMW F 800 GS,Pastilha de Freio,Vedamotors,BMW,F 800 GS,2008-2016,74.75,MotoCenter SP,Fortaleza/CE,31,4.7
959412,Pastilha de Freio Magnetron Kawasaki Versys 650,Pastilha de Freio,Magnetron,Kawasaki,Versys 650,2011-2011,152.64,Curitiba Motos,Rio de Janeiro/RJ,5,4.6
828776,Amortecedor RK Kawasaki Ninja 400,Amortecedor,RK,Kawasaki,Ninja 400,2011-2018,137.98,Fort Motos,Belo Horizonte/MG,0,4.6
311716,Filtro de Ar Vedamotors Kawasaki Ninja 400,Filtro de Ar,Vedamotors,Kawasaki,Ninja 400,2017-2024,67.73,Curitiba Motos,Curitiba/PR,11,3.7
238588,Lâmpada Bosch BMW F 800 GS,Lâmpada,Bosch,BMW,F 800 GS,2016-2018,405.56,MotoCenter SP,Salvador/BA,9,4.4
510518,Coroa e Pinhão Bosch Yamaha MT-07,Coroa e Pinhão,Bosch,Yamaha,MT-07,2009-2019,145.64,Salvador Parts,Belo Horizonte/MG,19,3.7
772542,Coroa e Pinhão Scud Honda XRE 300,Coroa e Pinhão,Scud,Honda,XRE 300,2013-2024,226.47,Garagem 2Rodas,Salvador/BA,19,4.8
515309,Filtro de Ar Scud Honda CB 650R,Filtro de Ar,Scud,Honda,CB 650R,2016-2019,267.87,Maringá Racing,Goiânia/GO,6,3.7
204966,Disco de Freio NGK Honda CG 160,Disco de Freio,NGK,Honda,CG 160,2010-2015,188.27,Maringá Racing,Campinas/SP,26,3.3
168626,Guidão Yamaha BMW F 800 GS,Guidão,Yamaha,BMW,F 800 GS,2011-2017,318.43,RioBike,Goiânia/GO,11,4.2
901755,Cabo de Acelerador Magnetron Honda CB 650R,Cabo de Acelerador,Magnetron,Honda,CB 650R,2008-2023,111.47,Maringá Racing,Belo Horizonte/MG,28,4.1
329125,Escape Motul BMW F 800 GS,Escape,Motul,BMW,F 800 GS,2022-2022,168.69,Garagem 2Rodas,Curitiba/PR,21,3.7
840567,Filtro de Ar Bosch BMW F 800 GS,Filtro de Ar,Bosch,BMW,F 800 GS,2012-2015,92.45,Garagem 2Rodas,Curitiba/PR,23,4.3
846812,Coroa e Pinhão Scud Kawasaki Versys 650,Coroa e Pinhão,Scud,Kawasaki,Versys 650,2016-2018,193.3,Fort Motos,Campinas/SP,11,4.1
341955,Lâmpada Honda Honda XRE 300,Lâmpada,Honda,Honda,XRE 300,2021-2024,162.26,MotoCenter SP,Rio de Janeiro/RJ,22,4.9
463626,Amortecedor Kawasaki Honda CB 650R,Amortecedor,Kawasaki,Honda,CB 650R,2023-2025,172.79,MotoCenter SP,Goiânia/GO,34,4.2
304925,Coroa e Pinhão Bosch Honda CB 650R,Coroa e Pinhão,Bosch,Honda,CB 650R,2020-2021,236.03,Garagem 2Rodas,Porto Alegre/RS,17,4.7
859957,Pneu Bosch Honda XRE 300,Pneu,Bosch,Honda,XRE 300,2013-2019,177.43,Curitiba Motos,São Paulo/SP,13,4.5
398655,Guidão Honda Yamaha Fazer 250,Guidão,Honda,Yamaha,Fazer 250,2014-2018,190.71,MotoCenter SP,São Paulo/SP,10,4.0
465413,Cabo de Acelerador Bosch Honda CG 160,Cabo de Acelerador,Bosch,Honda,CG 160,2018-2020,190.86,Fort Motos,Goiânia/GO,21,4.0
202822,Guidão Yamaha Honda CB 650R,Guidão,Yamaha,Honda,CB 650R,2012-2015,142.11,Fort Motos,Campinas/SP,14,4.0
864763,Pastilha de Freio RK Yamaha MT-07,Pastilha de Freio,RK,Yamaha,MT-07,2014-2017,177.41,Fort Motos,Campinas/SP,26,4.8
658463,Coroa e Pinhão Scud Yamaha MT-07,Coroa e Pinhão,Scud,Yamaha,MT-07,2018-2021,266.03,MotoMix BH,Curitiba/PR,30,4.6
200315,Pastilha de Freio Kawasaki Kawasaki Ninja 400,Pastilha de Freio,Kawasaki,Kawasaki,Ninja 400,2011-2023,146.96,Garagem 2Rodas,Manaus/AM,44,4.8
157651,Lâmpada RK Kawasaki Z400,Lâmpada,RK,Kawasaki,Z400,2010-2018,162.93,Garagem 2Rodas,Porto Alegre/RS,2,4.4
784170,Amortecedor NGK Yamaha MT-07,Amortecedor,NGK,Yamaha,MT-07,2018-2024,164.78,Curitiba Motos,São Paulo/SP,18,4.1
837862,Escape NGK BMW F 800 GS,Escape,NGK,BMW,F 800 GS,2022-2024,224.0,Maringá Racing,Campinas/SP,15,4.6
950160,Filtro de Ar Motul Honda CG 160,Filtro de Ar,Motul,Honda,CG 160,2016-2022,201.29,RioBike,Rio de Janeiro/RJ,9,4.1
615763,Pastilha de Freio Vedamotors Honda XRE 300,Pastilha de Freio,Vedamotors,Honda,XRE 300,2017-2019,205.56,MotoMix BH,Rio de Janeiro/RJ,26,4.2
416189,Pastilha de Freio NGK Kawasaki Versys 650,Pastilha de Freio,NGK,Kawasaki,Versys 650,2008-2020,121.02,RioBike,Belo Horizonte/MG,6,4.4
813220,Disco de Freio Motul Honda CG 160,Disco de Freio,Motul,Honda,CG 160,2012-2017,105.23,Fort Motos,Goiânia/GO,20,4.4
669391,Pastilha de Freio NGK Honda CG 160,Pastilha de Freio,NGK,Honda,CG 160,2014-2018,81.13,Oficina do Zé,Fortaleza/CE,8,4.1
755830,Coroa e Pinhão Magnetron Honda CB 650R,Coroa e Pinhão,Magnetron,Honda,CB 650R,2016-2022,375.67,Garagem 2Rodas,São Paulo/SP,0,4.6
372575,Coroa e Pinhão Honda Triumph Tiger 660,Coroa e Pinhão,Honda,Triumph,Tiger 660,2008-2011,106.56,RioBike,Curitiba/PR,3,4.2
633877,Escape Bosch BMW F 800 GS,Escape,Bosch,BMW,F 800 GS,2010-2013,255.06,Maringá Racing,Campinas/SP,17,4.1
792046,Lâmpada Yamaha Honda XRE 300,Lâmpada,Yamaha,Honda,XRE 300,2008-2013,64.77,MotoCenter SP,Rio de Janeiro/RJ,2,4.0
846085,Pastilha de Freio Honda Suzuki GSX-S750,Pastilha de Freio,Honda,Suzuki,GSX-S750,2023-2023,140.98,Salvador Parts,Rio de Janeiro/RJ,8,4.0
469783,Cabo de Acelerador Yamaha Honda CG 160,Cabo de Acelerador,Yamaha,Honda,CG 160,2013-2016,317.28,RioBike,Goiânia/GO,8,4.3
345458,Pneu Kawasaki BMW F 800 GS,Pneu,Kawasaki,BMW,F 800 GS,2023-2025,92.64,Garagem 2Rodas,Salvador/BA,16,4.2
671894,Amortecedor Kawasaki Kawasaki Versys 650,Amortecedor,Kawasaki,Kawasaki,Versys 650,2009-2021,381.35,Curitiba Motos,Rio de Janeiro/RJ,11,3.8
863700,Escape Yamaha BMW F 800 GS,Escape,Yamaha,BMW,F 800 GS,2014-2016,158.42,Salvador Parts,São Paulo/SP,17,4.1
654971,Guidão Bosch Kawasaki Ninja 400,Guidão,Bosch,Kawasaki,Ninja 400,2017-2018,101.89,Oficina do Zé,Rio de Janeiro/RJ,29,3.8
527947,Pneu NGK Suzuki GSX-S750,Pneu,NGK,Suzuki,GSX-S750,2009-2025,144.78,RioBike,Salvador/BA,2,4.2
136579,Pastilha de Freio Bosch Triumph Tiger 660,Pastilha de Freio,Bosch,Triumph,Tiger 660,2022-2025,143.84,MotoCenter SP,Belo Horizonte/MG,0,3.8
909096,Guidão NGK Yamaha Fazer 250,Guidão,NGK,Yamaha,Fazer 250,2022-2023,69.83,Fort Motos,Rio de Janeiro/RJ,35,4.0
483971,Coroa e Pinhão Bosch BMW F 800 GS,Coroa e Pinhão,Bosch,BMW,F 800 GS,2012-2016,102.46,Garagem 2Rodas,Campinas/SP,12,3.7
774596,Pastilha de Freio Honda Honda CB 650R,Pastilha de Freio,Honda,Honda,CB 650R,2013-2024,79.31,Curitiba Motos,Belo Horizonte/MG,19,4.5
195119,Amortecedor NGK Yamaha MT-07,Amortecedor,NGK,Yamaha,MT-07,2021-2021,148.35,Oficina do Zé,Curitiba/PR,0,4.7
981929,Pastilha de Freio Motul Honda XRE 300,Pastilha de Freio,Motul,Honda,XRE 300,2016-2016,125.18,Salvador Parts,Fortaleza/CE,23,3.6
629348,Escape Kawasaki Yamaha MT-07,Escape,Kawasaki,Yamaha,MT-07,2014-2020,79.05,Garagem 2Rodas,São Paulo/SP,21,3.9
151488,Amortecedor Vedamotors BMW F 800 GS,Amortecedor,Vedamotors,BMW,F 800 GS,2014-2021,79.46,MotoMix BH,Goiânia/GO,12,4.6
135365,Amortecedor Honda Honda CG 160,Amortecedor,Honda,Honda,CG 160,2009-2025,195.48,Oficina do Zé,Fortaleza/CE,18,4.0
642583,Disco de Freio Suzuki Kawasaki Versys 650,Disco de Freio,Suzuki,Kawasaki,Versys 650,2021-2024,165.36,Fort Motos,Salvador/BA,12,5.0
138974,Guidão Honda Kawasaki Ninja 400,Guidão,Honda,Kawasaki,Ninja 400,2023-2025,263.11,Maringá Racing,Curitiba/PR,6,4.8
881471,Disco de Freio Scud Kawasaki Versys 650,Disco de Freio,Scud,Kawasaki,Versys 650,2016-2022,211.97,Salvador Parts,Salvador/BA,1,4.3
946662,Coroa e Pinhão Vedamotors Suzuki GSX-S750,Coroa e Pinhão,Vedamotors,Suzuki,GSX-S750,2009-2014,160.64,Curitiba Motos,Goiânia/GO,18,4.1
981260,Lâmpada Suzuki Triumph Tiger 660,Lâmpada,Suzuki,Triumph,Tiger 660,2008-2023,120.02,RioBike,Rio de Janeiro/RJ,6,4.4
303051,Escape Honda Yamaha Fazer 250,Escape,Honda,Yamaha,Fazer 250,2019-2022,143.44,RioBike,Salvador/BA,8,4.3
604961,Amortecedor Bosch Honda XRE 300,Amortecedor,Bosch,Honda,XRE 300,2008-2016,87.48,RioBike,Curitiba/PR,13,3.9
798605,Disco de Freio Magnetron Yamaha Fazer 250,Disco de Freio,Magnetron,Yamaha,Fazer 250,2008-2012,87.04,RioBike,São Paulo/SP,22,4.3
752181,Pneu NGK Honda CB 650R,Pneu,NGK,Honda,CB 650R,2013-2018,199.84,Garagem 2Rodas,São Paulo/SP,27,4.4
735357,Coroa e Pinhão Kawasaki Honda CB 650R,Coroa e Pinhão,Kawasaki,Honda,CB 650R,2019-2022,109.42,MotoCenter SP,Goiânia/GO,23,3.9
713984,Cabo de Acelerador Magnetron Triumph Tiger 660,Cabo de Acelerador,Magnetron,Triumph,Tiger 660,2020-2020,194.46,MotoMix BH,São Paulo/SP,8,4.2
904058,Coroa e Pinhão NGK BMW F 800 GS,Coroa e Pinhão,NGK,BMW,F 800 GS,2010-2025,134.08,Maringá Racing,Rio de Janeiro/RJ,24,3.9
369572,Amortecedor Yamaha Suzuki GSX-S750,Amortecedor,Yamaha,Suzuki,GSX-S750,2017-2020,125.39,Garagem 2Rodas,São Paulo/SP,21,4.7
734193,Coroa e Pinhão Scud Yamaha MT-07,Coroa e Pinhão,Scud,Yamaha,MT-07,2014-2018,127.53,Curitiba Motos,Curitiba/PR,2,4.1
194717,Escape Bosch Kawasaki Ninja 400,Escape,Bosch,Kawasaki,Ninja 400,2008-2021,158.1,Fort Motos,Belo Horizonte/MG,13,4.6
506933,Disco de Freio Suzuki Yamaha MT-07,Disco de Freio,Suzuki,Yamaha,MT-07,2016-2019,251.38,MotoCenter SP,São Paulo/SP,22,4.2
626149,Guidão Motul Kawasaki Ninja 400,Guidão,Motul,Kawasaki,Ninja 400,2023-2023,128.51,MotoCenter SP,Rio de Janeiro/RJ,1,3.7
661197,Lâmpada NGK Suzuki GSX-S750,Lâmpada,NGK,Suzuki,GSX-S750,2010-2012,117.49,Fort Motos,Porto Alegre/RS,24,4.3
505639,Disco de Freio Honda Yamaha Fazer 250,Disco de Freio,Honda,Yamaha,Fazer 250,2014-2017,136.54,Oficina do Zé,Manaus/AM,19,4.3
129135,Guidão Magnetron Suzuki GSX-S750,Guidão,Magnetron,Suzuki,GSX-S750,2009-2017,136.61,Maringá Racing,Campinas/SP,24,5.0
587234,Escape Kawasaki Yamaha Fazer 250,Escape,Kawasaki,Yamaha,Fazer 250,2022-2025,264.99,Oficina do Zé,Goiânia/GO,9,4.3
336759,Guidão Yamaha Honda CB 650R,Guidão,Yamaha,Honda,CB 650R,2010-2019,145.4,Maringá Racing,Rio de Janeiro/RJ,15,4.2
271750,Escape Scud Honda XRE 300,Escape,Scud,Honda,XRE 300,2015-2022,282.48,MotoMix BH,Porto Alegre/RS,3,4.1
904829,Filtro de Ar Honda Honda CG 160,Filtro de Ar,Honda,Honda,CG 160,2011-2019,86.72,Salvador Parts,Curitiba/PR,18,4.9
476748,Disco de Freio Scud Honda CG 160,Disco de Freio,Scud,Honda,CG 160,2010-2019,93.72,Curitiba Motos,Curitiba/PR,16,4.1
945498,Escape Bosch Suzuki GSX-S750,Escape,Bosch,Suzuki,GSX-S750,2009-2012,201.93,Curitiba Motos,Rio de Janeiro/RJ,11,4.0
160520,Lâmpada Vedamotors Yamaha MT-07,Lâmpada,Vedamotors,Yamaha,MT-07,2013-2019,115.84,Oficina do Zé,São Paulo/SP,0,4.4
978710,Amortecedor Motul Yamaha Fazer 250,Amortecedor,Motul,Yamaha,Fazer 250,2015-2016,96.77,Maringá Racing,São Paulo/SP,19,3.4
161238,Amortecedor RK Triumph Tiger 660,Amortecedor,RK,Triumph,Tiger 660,2011-2012,271.33,Salvador Parts,Rio de Janeiro/RJ,27,4.0
289505,Escape Kawasaki BMW F 800 GS,Escape,Kawasaki,BMW,F 800 GS,2011-2020,77.17,MotoMix BH,Salvador/BA,20,4.3
704735,Escape Bosch BMW F 800 GS,Escape,Bosch,BMW,F 800 GS,2023-2024,171.34,RioBike,Porto Alegre/RS,7,4.3
843717,Escape Magnetron Yamaha Fazer 250,Escape,Magnetron,Yamaha,Fazer 250,2021-2022,200.42,MotoMix BH,Salvador/BA,0,3.8
178822,Coroa e Pinhão Bosch Honda XRE 300,Coroa e Pinhão,Bosch,Honda,XRE 300,2014-2022,146.39,Fort Motos,Goiânia/GO,27,3.9
600131,Coroa e Pinhão Bosch Kawasaki Versys 650,Coroa e Pinhão,Bosch,Kawasaki,Versys 650,2020-2023,123.36,Curitiba Motos,Manaus/AM,23,4.3
277644,Filtro de Ar Scud Yamaha Fazer 250,Filtro de Ar,Scud,Yamaha,Fazer 250,2009-2017,122.72,Oficina do Zé,Manaus/AM,6,4.3
815461,Amortecedor Vedamotors Kawasaki Z400,Amortecedor,Vedamotors,Kawasaki,Z400,2020-2025,90.41,MotoCenter SP,Campinas/SP,32,3.9
829298,Guidão Suzuki BMW F 800 GS,Guidão,Suzuki,BMW,F 800 GS,2019-2022,169.36,MotoMix BH,Goiânia/GO,5,4.7
269883,Amortecedor Magnetron Triumph Tiger 660,Amortecedor,Magnetron,Triumph,Tiger 660,2021-2022,261.93,Curitiba Motos,Belo Horizonte/MG,14,4.7
563196,Coroa e Pinhão Suzuki Yamaha Fazer 250,Coroa e Pinhão,Suzuki,Yamaha,Fazer 250,2016-2018,128.86,Curitiba Motos,Porto Alegre/RS,2,4.4
426020,Amortecedor Magnetron Suzuki GSX-S750,Amortecedor,Magnetron,Suzuki,GSX-S750,2013-2022,95.81,MotoMix BH,Manaus/AM,28,4.7
277348,Disco de Freio Vedamotors Suzuki GSX-S750,Disco de Freio,Vedamotors,Suzuki,GSX-S750,2019-2020,236.36,Garagem 2Rodas,Belo Horizonte/MG,12,3.6
535562,Pneu Suzuki Honda XRE 300,Pneu,Suzuki,Honda,XRE 300,2009-2010,142.96,Garagem 2Rodas,Fortaleza/CE,15,3.4
219995,Pastilha de Freio Vedamotors Honda CG 160,Pastilha de Freio,Vedamotors,Honda,CG 160,2018-2019,96.95,Fort Motos,Campinas/SP,17,4.6
961840,Pneu Magnetron Yamaha MT-07,Pneu,Magnetron,Yamaha,MT-07,2023-2025,385.89,MotoCenter SP,Goiânia/GO,16,4.2
790886,Pneu Yamaha Yamaha MT-07,Pneu,Yamaha,Yamaha,MT-07,2016-2023,250.5,Salvador Parts,Belo Horizonte/MG,0,5.0
176756,Lâmpada RK Triumph Tiger 660,Lâmpada,RK,Triumph,Tiger 660,2011-2019,53.0,Salvador Parts,Belo Horizonte/MG,25,4.1
930437,Pastilha de Freio Motul Honda CB 650R,Pastilha de Freio,Motul,Honda,CB 650R,2014-2018,312.4,RioBike,Salvador/BA,20,4.3
113645,Guidão Vedamotors Kawasaki Versys 650,Guidão,Vedamotors,Kawasaki,Versys 650,2016-2024,108.05,RioBike,Belo Horizonte/MG,18,4.7
804644,Pneu Honda Yamaha Fazer 250,Pneu,Honda,Yamaha,Fazer 250,2011-2022,149.71,MotoMix BH,Campinas/SP,22,3.8
632584,Escape Scud Yamaha MT-07,Escape,Scud,Yamaha,MT-07,2021-2025,165.18,Curitiba Motos,Campinas/SP,4,3.5
103258,Amortecedor NGK Suzuki GSX-S750,Amortecedor,NGK,Suzuki,GSX-S750,2015-2024,171.0,Salvador Parts,Fortaleza/CE,15,3.9
314510,Guidão Magnetron Kawasaki Z400,Guidão,Magnetron,Kawasaki,Z400,2022-2022,255.52,Curitiba Motos,Campinas/SP,29,4.2
596229,Amortecedor Vedamotors Honda XRE 300,Amortecedor,Vedamotors,Honda,XRE 300,2023-2025,81.75,MotoCenter SP,Campinas/SP,12,4.9
590626,Coroa e Pinhão Bosch Honda CG 160,Coroa e Pinhão,Bosch,Honda,CG 160,2014-2014,147.15,Garagem 2Rodas,Curitiba/PR,8,4.0
858472,Escape Suzuki Honda XRE 300,Escape,Suzuki,Honda,XRE 300,2012-2015,139.18,RioBike,Manaus/AM,20,3.9
372177,Disco de Freio NGK Honda CB 650R,Disco de Freio,NGK,Honda,CB 650R,2020-2023,289.28,MotoMix BH,Belo Horizonte/MG,9,3.3
560997,Amortecedor Suzuki Honda CG 160,Amortecedor,Suzuki,Honda,CG 160,2009-2016,201.78,MotoMix BH,Curitiba/PR,0,3.9
183160,Coroa e Pinhão Suzuki Honda CG 160,Coroa e Pinhão,Suzuki,Honda,CG 160,2010-2020,127.31,Garagem 2Rodas,São Paulo/SP,4,4.7
652679,Filtro de Ar RK Kawasaki Versys 650,Filtro de Ar,RK,Kawasaki,Versys 650,2015-2021,93.66,Fort Motos,Curitiba/PR,24,4.4
567637,Coroa e Pinhão Magnetron Honda XRE 300,Coroa e Pinhão,Magnetron,Honda,XRE 300,2010-2012,88.9,Fort Motos,São Paulo/SP,18,4.2
372846,Guidão RK BMW F 800 GS,Guidão,RK,BMW,F 800 GS,2016-2022,192.03,Maringá Racing,Campinas/SP,14,4.8
396340,Coroa e Pinhão Honda Triumph Tiger 660,Coroa e Pinhão,Honda,Triumph,Tiger 660,2018-2024,123.8,Maringá Racing,Belo Horizonte/MG,18,4.9
779672,Escape Yamaha Kawasaki Versys 650,Escape,Yamaha,Kawasaki,Versys 650,2016-2021,153.57,MotoMix BH,Fortaleza/CE,23,3.9
494256,Pneu Vedamotors Triumph Tiger 660,Pneu,Vedamotors,Triumph,Tiger 660,2021-2024,97.77,MotoMix BH,São Paulo/SP,36,4.1
424175,Cabo de Acelerador Vedamotors Kawasaki Versys 650,Cabo de Acelerador,Vedamotors,Kawasaki,Versys 650,2020-2025,127.7,Fort Motos,São Paulo/SP,0,4.2
609137,Pastilha de Freio Scud Honda CG 160,Pastilha de Freio,Scud,Honda,CG 160,2015-2017,97.83,RioBike,Manaus/AM,31,5.0
730579,Lâmpada Scud Yamaha Fazer 250,Lâmpada,Scud,Yamaha,Fazer 250,2019-2025,172.97,Garagem 2Rodas,Goiânia/GO,7,4.6
294268,Pastilha de Freio NGK Yamaha Fazer 250,Pastilha de Freio,NGK,Yamaha,Fazer 250,2012-2020,67.85,Curitiba Motos,Fortaleza/CE,1,3.9
714006,Amortecedor Scud Kawasaki Ninja 400,Amortecedor,Scud,Kawasaki,Ninja 400,2022-2024,159.09,Curitiba Motos,Curitiba/PR,11,5.0
987463,Cabo de Acelerador Yamaha Triumph Tiger 660,Cabo de Acelerador,Yamaha,Triumph,Tiger 660,2014-2021,240.83,Garagem 2Rodas,Manaus/AM,15,4.0
631400,Cabo de Acelerador Kawasaki Honda CG 160,Cabo de Acelerador,Kawasaki,Honda,CG 160,2016-2021,136.45,MotoMix BH,Porto Alegre/RS,6,3.6
450672,Guidão Kawasaki Kawasaki Versys 650,Guidão,Kawasaki,Kawasaki,Versys 650,2009-2019,99.35,RioBike,Campinas/SP,18,4.6
258582,Disco de Freio Yamaha Kawasaki Versys 650,Disco de Freio,Yamaha,Kawasaki,Versys 650,2020-2023,309.07,Salvador Parts,Belo Horizonte/MG,16,4.2
226392,Filtro de Ar Honda Yamaha Fazer 250,Filtro de Ar,Honda,Yamaha,Fazer 250,2012-2018,214.9,Oficina do Zé,Manaus/AM,0,4.1
266151,Escape Suzuki Kawasaki Z400,Escape,Suzuki,Kawasaki,Z400,2023-2024,140.72,Oficina do Zé,Campinas/SP,9,3.9
297209,Lâmpada Bosch Kawasaki Z400,Lâmpada,Bosch,Kawasaki,Z400,2018-2025,64.35,Fort Motos,São Paulo/SP,14,4.2
871136,Amortecedor Honda Kawasaki Z400,Amortecedor,Honda,Kawasaki,Z400,2011-2019,247.37,MotoMix BH,Belo Horizonte/MG,15,4.6
156094,Coroa e Pinhão Bosch Yamaha Fazer 250,Coroa e Pinhão,Bosch,Yamaha,Fazer 250,2017-2023,143.6,RioBike,Belo Horizonte/MG,27,4.3
849702,Filtro de Ar Bosch Honda CB 650R,Filtro de Ar,Bosch,Honda,CB 650R,2013-2018,82.68,Curitiba Motos,Campinas/SP,15,4.4
447216,Pastilha de Freio Kawasaki Triumph Tiger 660,Pastilha de Freio,Kawasaki,Triumph,Tiger 660,2022-2024,170.72,Curitiba Motos,Salvador/BA,20,3.2
408438,Pastilha de Freio Honda Yamaha MT-07,Pastilha de Freio,Honda,Yamaha,MT-07,2018-2023,105.35,Maringá Racing,Manaus/AM,22,4.2
310249,Pneu Honda Honda CB 650R,Pneu,Honda,Honda,CB 650R,2023-2024,88.58,Curitiba Motos,Manaus/AM,25,4.3
950374,Guidão Yamaha Suzuki GSX-S750,Guidão,Yamaha,Suzuki,GSX-S750,2017-2018,150.45,Curitiba Motos,Campinas/SP,11,4.2
307311,Filtro de Ar Honda Honda CG 160,Filtro de Ar,Honda,Honda,CG 160,2018-2019,151.14,Maringá Racing,Goiânia/GO,16,4.2
779575,Cabo de Acelerador RK Suzuki GSX-S750,Cabo de Acelerador,RK,Suzuki,GSX-S750,2011-2014,235.0,MotoMix BH,São Paulo/SP,30,4.3
432285,Lâmpada Magnetron Honda CG 160,Lâmpada,Magnetron,Honda,CG 160,2018-2018,86.04,Salvador Parts,Manaus/AM,13,4.5
948898,Coroa e Pinhão Motul Honda CB 650R,Coroa e Pinhão,Motul,Honda,CB 650R,2014-2021,111.44,Maringá Racing,Curitiba/PR,0,4.3
419245,Escape Kawasaki Honda CG 160,Escape,Kawasaki,Honda,CG 160,2020-2020,151.16,MotoCenter SP,São Paulo/SP,10,3.8
478433,Lâmpada Vedamotors Kawasaki Z400,Lâmpada,Vedamotors,Kawasaki,Z400,2015-2016,131.28,Oficina do Zé,Rio de Janeiro/RJ,18,4.0
347687,Disco de Freio Scud Honda XRE 300,Disco de Freio,Scud,Honda,XRE 300,2018-2021,114.85,Curitiba Motos,Rio de Janeiro/RJ,1,4.2
816907,Amortecedor NGK Kawasaki Ninja 400,Amortecedor,NGK,Kawasaki,Ninja 400,2017-2017,126.95,MotoMix BH,Rio de Janeiro/RJ,9,4.4
775784,Amortecedor Magnetron Kawasaki Z400,Amortecedor,Magnetron,Kawasaki,Z400,2014-2020,188.76,Salvador Parts,Curitiba/PR,11,4.6
984339,Cabo de Acelerador Motul Honda XRE 300,Cabo de Acelerador,Motul,Honda,XRE 300,2013-2021,189.58,MotoMix BH,Belo Horizonte/MG,12,3.7
816048,Pastilha de Freio Magnetron Honda CB 650R,Pastilha de Freio,Magnetron,Honda,CB 650R,2014-2022,263.77,Salvador Parts,Campinas/SP,21,4.2
321206,Amortecedor Vedamotors Yamaha Fazer 250,Amortecedor,Vedamotors,Yamaha,Fazer 250,2008-2018,288.33,RioBike,Goiânia/GO,3,4.2
876416,Pneu Bosch Yamaha MT-07,Pneu,Bosch,Yamaha,MT-07,2014-2020,137.21,Maringá Racing,São Paulo/SP,10,3.9
439599,Filtro de Ar NGK Kawasaki Z400,Filtro de Ar,NGK,Kawasaki,Z400,2015-2020,125.6,MotoMix BH,Fortaleza/CE,16,4.5
563917,Guidão Bosch BMW F 800 GS,Guidão,Bosch,BMW,F 800 GS,2018-2025,116.18,MotoCenter SP,Campinas/SP,28,4.7
210046,Guidão Suzuki Honda CG 160,Guidão,Suzuki,Honda,CG 160,2022-2022,130.23,Curitiba Motos,Belo Horizonte/MG,0,4.4
844249,Pastilha de Freio Yamaha Kawasaki Ninja 400,Pastilha de Freio,Yamaha,Kawasaki,Ninja 400,2022-2023,241.24,MotoMix BH,Belo Horizonte/MG,14,4.6
321736,Filtro de Ar Kawasaki Yamaha Fazer 250,Filtro de Ar,Kawasaki,Yamaha,Fazer 250,2022-2023,451.49,Garagem 2Rodas,Curitiba/PR,14,4.5
276035,Filtro de Ar Suzuki Honda XRE 300,Filtro de Ar,Suzuki,Honda,XRE 300,2011-2015,106.27,Curitiba Motos,Goiânia/GO,32,4.7
338993,Pneu Magnetron Kawasaki Z400,Pneu,Magnetron,Kawasaki,Z400,2018-2022,60.19,RioBike,Porto Alegre/RS,22,4.1
780082,Amortecedor Suzuki Triumph Tiger 660,Amortecedor,Suzuki,Triumph,Tiger 660,2014-2025,59.33,Oficina do Zé,São Paulo/SP,19,4.6
782565,Guidão Motul Kawasaki Versys 650,Guidão,Motul,Kawasaki,Versys 650,2009-2011,317.58,Maringá Racing,Rio de Janeiro/RJ,10,4.3
584499,Coroa e Pinhão Bosch Triumph Tiger 660,Coroa e Pinhão,Bosch,Triumph,Tiger 660,2020-2021,67.71,MotoCenter SP,Fortaleza/CE,13,5.0
